,Year,Rank,Title,Artist
1085,2016,97,Wicked,Future
1086,2016,98,Tiimmy Turner,Desiigner
1087,2016,99,See You Again,Wiz Khalifa Featuring Charlie Puth
1088,2016,100,Perfect,One Direction
1089,2017,1,Shape Of You,Ed Sheeran
1090,2017,2,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
1091,2017,3,That's What I Like,Bruno Mars
1092,2017,4,Humble.,Kendrick Lamar
1093,2017,5,Something Just Like This,The Chainsmokers & Coldplay
1094,2017,6,Bad And Boujee,Migos Featuring Lil Uzi Vert
1095,2017,7,Closer,The Chainsmokers Featuring Halsey
1096,2017,8,Body Like A Back Road,Sam Hunt
1097,2017,9,Believer,Imagine Dragons
1098,2017,10,Congratulations,Post Malone Featuring Quavo
1099,2017,11,Say You Won't Let Go,James Arthur
1100,2017,12,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne"
1101,2017,13,XO TOUR Llif3,Lil Uzi Vert
1102,2017,14,Mask Off,Future
1103,2017,15,Unforgettable,French Montana Featuring Swae Lee
1104,2017,16,24K Magic,Bruno Mars
1105,2017,17,Stay,Zedd & Alessia Cara
1106,2017,18,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller
1107,2017,19,Black Beatles,Rae Sremmurd Featuring Gucci Mane
1108,2017,20,Starboy,The Weeknd Featuring Daft Punk
1109,2017,21,Location,Khalid
1110,2017,22,Attention,Charlie Puth
1111,2017,23,There's Nothing Holdin' Me Back,Shawn Mendes
1112,2017,24,Bodak Yellow (Money Moves),Cardi B
1113,2017,25,Redbone,Childish Gambino
1114,2017,26,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
1115,2017,27,It Ain't Me,Kygo x Selena Gomez
1116,2017,28,iSpy,KYLE Featuring Lil Yachty
1117,2017,29,Issues,Julia Michaels
1118,2017,30,Scars To Your Beautiful,Alessia Cara
1119,2017,31,1-800-273-8255,Logic Featuring Alessia Cara & Khalid
1120,2017,32,Slow Hands,Niall Horan
1121,2017,33,Love On The Brain,Rihanna
1122,2017,34,I Feel It Coming,The Weeknd Featuring Daft Punk
1123,2017,35,Bounce Back,Big Sean
1124,2017,36,Strip That Down,Liam Payne Featuring Quavo
1125,2017,37,Fake Love,Drake
1126,2017,38,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
1127,2017,39,Look What You Made Me Do,Taylor Swift
1128,2017,40,Castle On The Hill,Ed Sheeran
1129,2017,41,Bad Things,Machine Gun Kelly x Camila Cabello
1130,2017,42,Paris,The Chainsmokers
1131,2017,43,Side To Side,Ariana Grande Featuring Nicki Minaj
1132,2017,44,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie
1133,2017,45,Feel It Still,Portugal. The Man
1134,2017,46,Let Me Love You,DJ Snake Featuring Justin Bieber
1135,2017,47,Sorry Not Sorry,Demi Lovato
1136,2017,48,Bank Account,21 Savage
1137,2017,49,Can't Stop The Feeling!,Justin Timberlake
1138,2017,50,Mi Gente,J Balvin & Willy William Featuring Beyonce
1139,2017,51,Thunder,Imagine Dragons
1140,2017,52,T-Shirt,Migos
1141,2017,53,Rake It Up,Yo Gotti Featuring Nicki Minaj
1142,2017,54,Mercy,Shawn Mendes
1143,2017,55,Tunnel Vision,Kodak Black
1144,2017,56,Rockstar,Post Malone Featuring 21 Savage
1145,2017,57,In Case You Didn't Know,Brett Young
1146,2017,58,Heathens,twenty one pilots
1147,2017,59,Now Or Never,Halsey
1148,2017,60,Caroline,Amine
1149,2017,61,Rolex,Ayo & Teo
1150,2017,62,DNA.,Kendrick Lamar
1151,2017,63,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall
1152,2017,64,Swang,Rae Sremmurd
1153,2017,65,Passionfruit,Drake
1154,2017,66,Loyalty.,Kendrick Lamar Featuring Rihanna
1155,2017,67,Praying,Kesha
1156,2017,68,Goosebumps,Travis Scott
1157,2017,69,Cold,Maroon 5 Featuring Future
1158,2017,70,Broccoli,D.R.A.M. Featuring Lil Yachty
1159,2017,71,Slide,Calvin Harris Featuring Frank Ocean & Migos
1160,2017,72,What Ifs,Kane Brown Featuring Lauren Alaina
1161,2017,73,Chained To The Rhythm,Katy Perry Featuring Skip Marley
1162,2017,74,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean"
1163,2017,75,All Time Low,Jon Bellion
1164,2017,76,Hurricane,Luke Combs
1165,2017,77,Too Good At Goodbyes,Sam Smith
1166,2017,78,Young Dumb & Broke,Khalid
1167,2017,79,Magnolia,Playboi Carti
1168,2017,80,Love Galore,SZA Featuring Travis Scott
1169,2017,81,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black
1170,2017,82,Starving,Hailee Steinfeld & Grey Featuring Zedd
1171,2017,83,Both,Gucci Mane Featuring Drake
1172,2017,84,What About Us,P!nk
1173,2017,85,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign
1174,2017,86,Slippery,Migos Featuring Gucci Mane
1175,2017,87,Sign Of The Times,Harry Styles
1176,2017,88,Water Under The Bridge,Adele
1177,2017,89,Malibu,Miley Cyrus
1178,2017,90,Down,Marian Hill
1179,2017,91,No Promises,Cheat Codes Featuring Demi Lovato
1180,2017,92,Treat You Better,Shawn Mendes
1181,2017,93,I Get The Bag,Gucci Mane Featuring Migos
1182,2017,94,Small Town Boy,Dustin Lynch
1183,2017,95,Everyday We Lit,YFN Lucci Featuring PnB Rock
1184,2017,96,Havana,Camila Cabello Featuring Young Thug
1185,2017,97,What Lovers Do,Maroon 5 Featuring SZA
1186,2017,98,Do Re Mi,blackbear
1187,2017,99,Look At Me!,XXXTENTACION
1188,2018,1,God's Plan,Drake
1189,2018,2,Perfect,Ed Sheeran
1190,2018,3,Meant To Be,Bebe Rexha & Florida Georgia Line
1191,2018,4,Havana,Camila Cabello Featuring Young Thug
1192,2018,5,Rockstar,Post Malone Featuring 21 Savage
1193,2018,6,Psycho,Post Malone Featuring Ty Dolla $ign
1194,2018,7,I Like It,"Cardi B, Bad Bunny & J Balvin"
1195,2018,8,The Middle,"Zedd, Maren Morris & Grey"
1196,2018,9,In My Feelings,Drake
1197,2018,10,Girls Like You,Maroon 5 Featuring Cardi B
1198,2018,11,Nice For What,Drake
1199,2018,12,Lucid Dreams,Juice WRLD
1200,2018,13,Better Now,Post Malone
1201,2018,14,Finesse,Bruno Mars & Cardi B
1202,2018,15,Boo'd Up,Ella Mai
1203,2018,16,New Rules,Dua Lipa
1204,2018,17,Sad!,XXXTENTACION
1205,2018,18,Never Be The Same,Camila Cabello
1206,2018,19,Love Lies,Khalid & Normani
1207,2018,20,No Tears Left To Cry,Ariana Grande
1208,2018,21,Mine,Bazzi
1209,2018,22,Thunder,Imagine Dragons
1210,2018,23,Look Alive,BlocBoy JB Featuring Drake
1211,2018,24,Delicate,Taylor Swift
1212,2018,25,Yes Indeed,Lil Baby & Drake
1213,2018,26,Friends,Marshmello & Anne-Marie
1214,2018,27,Bad At Love,Halsey
1215,2018,28,Taste,Tyga Featuring Offset
1216,2018,29,Let You Down,NF
1217,2018,30,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B
1218,2018,31,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz
1219,2018,32,Tequila,Dan + Shay
1220,2018,33,Feel It Still,Portugal. The Man
1221,2018,34,MotorSport,"Migos, Nicki Minaj & Cardi B"
1222,2018,35,I Like Me Better,Lauv
1223,2018,36,Youngblood,5 Seconds Of Summer
1224,2018,37,Whatever It Takes,Imagine Dragons
1225,2018,38,Ric Flair Drip,Offset & Metro Boomin
1226,2018,39,I Fall Apart,Post Malone
1227,2018,40,Pray For Me,The Weeknd & Kendrick Lamar
1228,2018,41,Back To You,Selena Gomez
1229,2018,42,Sicko Mode,Travis Scott
1230,2018,43,Walk It Talk It,Migos Featuring Drake
1231,2018,44,Gucci Gang,Lil Pump
1232,2018,45,Him & I,G-Eazy & Halsey
1233,2018,46,In My Blood,Shawn Mendes
1234,2018,47,All The Stars,Kendrick Lamar & SZA
1235,2018,48,Stir Fry,Migos
1236,2018,49,Too Good At Goodbyes,Sam Smith
1237,2018,50,Love.,Kendrick Lamar Featuring Zacari
1238,2018,51,This Is America,Childish Gambino
1239,2018,52,Nonstop,Drake
1240,2018,53,Heaven,Kane Brown
1241,2018,54,Bodak Yellow (Money Moves),Cardi B
1242,2018,55,Freaky Friday,Lil Dicky Featuring Chris Brown
1243,2018,56,Gummo,6ix9ine
1244,2018,57,Plug Walk,Rich The Kid
1245,2018,58,Wait,Maroon 5
1246,2018,59,Be Careful,Cardi B
1247,2018,60,Wolves,Selena Gomez X Marshmello
1248,2018,61,Bartier Cardi,Cardi B Featuring 21 Savage
1249,2018,62,God Is A Woman,Ariana Grande
1250,2018,63,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj"
1251,2018,64,Sorry Not Sorry,Demi Lovato
1252,2018,65,How Long,Charlie Puth
1253,2018,66,Lights Down Low,MAX Featuring gnash
1254,2018,67,Young Dumb & Broke,Khalid
1255,2018,68,One Kiss,Calvin Harris & Dua Lipa
1256,2018,69,Natural,Imagine Dragons
1257,2018,70,You Make It Easy,Jason Aldean
1258,2018,71,Shape Of You,Ed Sheeran
1259,2018,72,I Get The Bag,Gucci Mane Featuring Migos
1260,2018,73,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo"
1261,2018,74,Plain Jane,A$AP Ferg Featuring Nicki Minaj
1262,2018,75,Sky Walker,Miguel Featuring Travis Scott
1263,2018,76,Marry Me,Thomas Rhett
1264,2018,77,Eastside,"benny blanco, Halsey & Khalid"
1265,2018,78,Call Out My Name,The Weeknd
1266,2018,79,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
1267,2018,80,Happier,Marshmello & Bastille
1268,2018,81,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
1269,2018,82,Simple,Florida Georgia Line
1270,2018,83,Lemon,N*E*R*D & Rihanna
1271,2018,84,1-800-273-8255,Logic Featuring Alessia Cara & Khalid
1272,2018,85,Say Something,Justin Timberlake Featuring Chris Stapleton
1273,2018,86,I'm Upset,Drake
1274,2018,87,Get Along,Kenny Chesney
1275,2018,88,Moonlight,XXXTENTACION
1276,2018,89,What Lovers Do,Maroon 5 Featuring SZA
1277,2018,90,X,Nicky Jam x J Balvin
1278,2018,91,Outside Today,YoungBoy Never Broke Again
1279,2018,92,Trip,Ella Mai
1280,2018,93,Dura,Daddy Yankee
1281,2018,94,Changes,XXXTENTACION
1282,2018,95,Mercy,Brett Young
1283,2018,96,One Number Away,Luke Combs
1284,2018,97,Powerglide,Rae Sremmurd & Juicy J
1285,2018,98,IDGAF,Dua Lipa
1286,2018,99,Mi Gente,J Balvin & Willy William Featuring Beyonce
1287,2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
1288,2019,2,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee
1289,2019,3,Without Me,Halsey
1290,2019,4,Bad Guy,Billie Eilish
1291,2019,5,Wow.,Post Malone
1292,2019,6,Happier,Marshmello & Bastille
1293,2019,7,7 Rings,Ariana Grande
1294,2019,8,Talk,Khalid
1295,2019,9,Sicko Mode,Travis Scott
1296,2019,10,Sucker,Jonas Brothers
1297,2019,11,High Hopes,Panic! At The Disco
1298,2019,12,"Thank U, Next",Ariana Grande
1299,2019,13,Truth Hurts,Lizzo
1300,2019,14,Dancing With A Stranger,Sam Smith & Normani
1301,2019,15,Senorita,Shawn Mendes & Camila Cabello
1302,2019,16,I Don't Care,Ed Sheeran & Justin Bieber
1303,2019,17,Eastside,"benny blanco, Halsey & Khalid"
1304,2019,18,Going Bad,Meek Mill Featuring Drake
1305,2019,19,Shallow,Lady Gaga & Bradley Cooper
1306,2019,20,Better,Khalid
1307,2019,21,No Guidance,Chris Brown Featuring Drake
1308,2019,22,Girls Like You,Maroon 5 Featuring Cardi B
1309,2019,23,Sweet But Psycho,Ava Max
1310,2019,24,Suge,DaBaby
1311,2019,25,Middle Child,J. Cole
1312,2019,26,Drip Too Hard,Lil Baby & Gunna
1313,2019,27,Someone You Loved,Lewis Capaldi
1314,2019,28,Ran$om,Lil Tecca
1315,2019,29,If I Can't Have You,Shawn Mendes
1316,2019,30,Goodbyes,Post Malone Featuring Young Thug
1317,2019,31,ZEZE,Kodak Black Featuring Travis Scott & Offset
1318,2019,32,Better Now,Post Malone
1319,2019,33,Youngblood,5 Seconds Of Summer
1320,2019,34,Money In The Grave,Drake Featuring Rick Ross
1321,2019,35,Speechless,Dan + Shay
1322,2019,36,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande
1323,2019,37,Please Me,Cardi B & Bruno Mars
1324,2019,38,Money,Cardi B
1325,2019,39,You Need To Calm Down,Taylor Swift
1326,2019,40,Panini,Lil Nas X
1327,2019,41,Look Back At It,A Boogie Wit da Hoodie
1328,2019,42,A Lot,21 Savage
1329,2019,43,ME!,Taylor Swift Featuring Brendon Urie
1330,2019,44,MIA,Bad Bunny Featuring Drake
1331,2019,45,Pop Out,Polo G Featuring Lil Tjay
1332,2019,46,Beautiful Crazy,Luke Combs
1333,2019,47,Thotiana,Blueface
1334,2019,48,Lucid Dreams,Juice WRLD
1335,2019,49,Mo Bamba,Sheck Wes
1336,2019,50,Beautiful People,Ed Sheeran Featuring Khalid
1337,2019,51,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black
1338,2019,52,Whiskey Glasses,Morgan Wallen
1339,2019,53,God's Country,Blake Shelton
1340,2019,54,Be Alright,Dean Lewis
1341,2019,55,Pure Water,Mustard & Migos
1342,2019,56,The Git Up,Blanco Brown
1343,2019,57,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"
1344,2019,58,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee
1345,2019,59,Envy Me,Calboy
1346,2019,60,You Say,Lauren Daigle
1347,2019,61,"Hey Look Ma, I Made It",Panic! At The Disco
1348,2019,62,Circles,Post Malone
1349,2019,63,Beer Never Broke My Heart,Luke Combs
1350,2019,64,The London,"Young Thug, J. Cole & Travis Scott"
1351,2019,65,Con Calma,Daddy Yankee & Katy Perry Featuring Snow
1352,2019,66,Murder On My Mind,YNW Melly
1353,2019,67,When The Party's Over,Billie Eilish
1354,2019,68,Act Up,City Girls
1355,2019,69,I Like It,"Cardi B, Bad Bunny & J Balvin"
1356,2019,70,Trampoline,SHAED
1357,2019,71,Leave Me Alone,Flipp Dinero
1358,2019,72,Breathin,Ariana Grande
1359,2019,73,Bury A Friend,Billie Eilish
1360,2019,74,Close Friends,Lil Baby
1361,2019,75,Baby Shark,Pinkfong
1362,2019,76,My Type,Saweetie
1363,2019,77,Worth It,YK Osiris
1364,2019,78,Only Human,Jonas Brothers
1365,2019,79,Knockin' Boots,Luke Bryan
1366,2019,80,Trip,Ella Mai
1367,2019,81,Rumor,Lee Brice
1368,2019,82,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine
1369,2019,83,How Do You Sleep?,Sam Smith
1370,2019,84,Baby,Lil Baby & DaBaby
1371,2019,85,Look What God Gave Her,Thomas Rhett
1372,2019,86,Good As You,Kane Brown
1373,2019,87,Clout,Offset Featuring Cardi B
1374,2019,88,Love Lies,Khalid & Normani
1375,2019,89,One Thing Right,Marshmello & Kane Brown
1376,2019,90,Cash Shit,Megan Thee Stallion Featuring DaBaby
1377,2019,91,Tequila,Dan + Shay
1378,2019,92,Shotta Flow,NLE Choppa
1379,2019,93,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign"
1380,2019,94,Talk You Out Of It,Florida Georgia Line
1381,2019,95,Beautiful,Bazzi Featuring Camila Cabello
1382,2019,96,Eyes On You,Chase Rice
1383,2019,97,All To Myself,Dan + Shay
1384,2019,98,Boyfriend,Ariana Grande & Social House
1385,2019,99,Walk Me Home,P!nk
1386,2020,1,Blinding Lights,The Weeknd
1387,2020,2,Circles,Post Malone
1388,2020,3,The Box,Roddy Ricch
1389,2020,4,Don't Start Now,Dua Lipa
1390,2020,5,Rockstar,DaBaby Featuring Roddy Ricch
1391,2020,6,Adore You,Harry Styles
1392,2020,7,Life Is Good,Future Featuring Drake
1393,2020,8,Memories,Maroon 5
1394,2020,9,The Bones,Maren Morris
1395,2020,10,Someone You Loved,Lewis Capaldi
1396,2020,11,Say So,Doja Cat
1397,2020,12,I Hope,Gabby Barrett Featuring Charlie Puth
1398,2020,13,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne"
1399,2020,14,Dance Monkey,Tones And I
1400,2020,15,Savage,Megan Thee Stallion
1401,2020,16,Roxanne,Arizona Zervas
1402,2020,17,Intentions,Justin Bieber Featuring Quavo
1403,2020,18,Everything I Wanted,Billie Eilish
1404,2020,19,Roses,SAINt JHN
1405,2020,20,Watermelon Sugar,Harry Styles
1406,2020,21,Before You Go,Lewis Capaldi
1407,2020,22,Falling,Trevor Daniel
1408,2020,23,"10,000 Hours",Dan + Shay & Justin Bieber
1409,2020,24,WAP,Cardi B Featuring Megan Thee Stallion
1410,2020,25,Ballin',Mustard & Roddy Ricch
1411,2020,26,Hot Girl Bummer,blackbear
1412,2020,27,Blueberry Faygo,Lil Mosey
1413,2020,28,Heartless,The Weeknd
1414,2020,29,BOP,DaBaby
1415,2020,30,Lose You To Love Me,Selena Gomez
1416,2020,31,Good As Hell,Lizzo
1417,2020,32,Toosie Slide,Drake
1418,2020,33,Break My Heart,Dua Lipa
1419,2020,34,Chasin' You,Morgan Wallen
1420,2020,35,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo
1421,2020,36,No Guidance,Chris Brown Featuring Drake
1422,2020,37,My Oh My,Camila Cabello Featuring DaBaby
1423,2020,38,Dynamite,BTS
1424,2020,39,Go Crazy,Chris Brown & Young Thug
1425,2020,40,High Fashion,Roddy Ricch Featuring Mustard
1426,2020,41,Laugh Now Cry Later,Drake Featuring Lil Durk
1427,2020,42,Woah,Lil Baby
1428,2020,43,Death Bed,Powfu Featuring beabadoobee
1429,2020,44,Senorita,Shawn Mendes & Camila Cabello
1430,2020,45,HIGHEST IN THE ROOM,Travis Scott
1431,2020,46,Bad Guy,Billie Eilish
1432,2020,47,Mood,24kGoldn Featuring iann dior
1433,2020,48,Rain On Me,Lady Gaga & Ariana Grande
1434,2020,49,For The Night,Pop Smoke Featuring Lil Baby & DaBaby
1435,2020,50,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin
1436,2020,51,Heart On Ice,Rod Wave
1437,2020,52,Nobody But You,Blake Shelton Duet With Gwen Stefani
1438,2020,53,Trampoline,SHAED
1439,2020,54,Come & Go,Juice WRLD x Marshmello
1440,2020,55,Truth Hurts,Lizzo
1441,2020,56,If The World Was Ending,JP Saxe Featuring Julia Michaels
1442,2020,57,We Paid,Lil Baby & 42 Dugg
1443,2020,58,Yummy,Justin Bieber
1444,2020,59,One Man Band,Old Dominion
1445,2020,60,Got What I Got,Jason Aldean
1446,2020,61,Sunday Best,Surfaces
1447,2020,62,Godzilla,Eminem Featuring Juice WRLD
1448,2020,63,Bandit,Juice WRLD & YoungBoy Never Broke Again
1449,2020,64,Party Girl,StaySolidRocky
1450,2020,65,Die From A Broken Heart,Maddie & Tae
1451,2020,66,Popstar,DJ Khaled Featuring Drake
1452,2020,67,All I Want For Christmas Is You,Mariah Carey
1453,2020,68,One Of Them Girls,Lee Brice
1454,2020,69,Hard To Forget,Sam Hunt
1455,2020,70,One Margarita,Luke Bryan
1456,2020,71,Panini,Lil Nas X
1457,2020,72,Hot,Young Thug Featuring Gunna
1458,2020,73,I Hope You're Happy Now,Carly Pearce & Lee Brice
1459,2020,74,Emotionally Scarred,Lil Baby
1460,2020,75,Suicidal,YNW Melly & Juice WRLD
1461,2020,76,The Bigger Picture,Lil Baby
1462,2020,77,Only Human,Jonas Brothers
1463,2020,78,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch
1464,2020,79,Sum 2 Prove,Lil Baby
1465,2020,80,Stuck With U,Ariana Grande & Justin Bieber
1466,2020,81,Mood Swings,Pop Smoke Featuring Lil Tjay
1467,2020,82,You Should Be Sad,Halsey
1468,2020,83,Dior,Pop Smoke
1469,2020,84,Supalonely,BENEE Featuring Gus Dapperton
1470,2020,85,Even Though I'm Leaving,Luke Combs
1471,2020,86,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi"
1472,2020,87,Juicy,Doja Cat & Tyga
1473,2020,88,Be Like That,Kane Brown With Swae Lee & Khalid
1474,2020,89,Homesick,Kane Brown
1475,2020,90,Rags2Riches,Rod Wave Featuring ATR Son Son
1476,2020,91,Bluebird,Miranda Lambert
1477,2020,92,Wishing Well,Juice WRLD
1478,2020,93,Does To Me,Luke Combs Featuring Eric Church
1479,2020,94,P*$$y Fairy (OTW),Jhene Aiko
1480,2020,95,ily,Surf Mesa Featuring Emilee
1481,2020,96,More Than My Hometown,Morgan Wallen
1482,2020,97,Lovin' On You,Luke Combs
1483,2020,98,Said Sum,Moneybagg Yo
1484,2020,99,Slide,H.E.R. Featuring YG
1485,2021,1,Levitating,Dua Lipa
1486,2021,2,Save Your Tears,The Weeknd & Ariana Grande
1487,2021,3,Blinding Lights,The Weeknd
1488,2021,4,Mood,24kGoldn Featuring iann dior
1489,2021,5,Good 4 U,Olivia Rodrigo
1490,2021,6,Kiss Me More,Doja Cat Featuring SZA
1491,2021,7,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak)
1492,2021,8,Drivers License,Olivia Rodrigo
1493,2021,9,Montero (Call Me By Your Name),Lil Nas X
1494,2021,10,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon
1495,2021,11,Butter,BTS
1496,2021,12,Stay,The Kid LAROI & Justin Bieber
1497,2021,13,Deja Vu,Olivia Rodrigo
1498,2021,14,Positions,Ariana Grande
1499,2021,15,Bad Habits,Ed Sheeran
1500,2021,16,Heat Waves,Glass Animals
1501,2021,17,Without You,The Kid LAROI
1502,2021,18,Forever After All,Luke Combs
1503,2021,19,Go Crazy,Chris Brown & Young Thug
1504,2021,20,Astronaut In The Ocean,Masked Wolf
1505,2021,21,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion
1506,2021,22,What You Know Bout Love,Pop Smoke
1507,2021,23,My Ex's Best Friend,Machine Gun Kelly X blackbear
1508,2021,24,Industry Baby,Lil Nas X & Jack Harlow
1509,2021,25,Therefore I Am,Billie Eilish
1510,2021,26,Up,Cardi B
1511,2021,27,Fancy Like,Walker Hayes
1512,2021,28,Dakiti,Bad Bunny & Jhay Cortez
1513,2021,29,Best Friend,Saweetie Featuring Doja Cat
1514,2021,30,Rapstar,Polo G
1515,2021,31,Heartbreak Anniversary,Giveon
1516,2021,32,For The Night,Pop Smoke Featuring Lil Baby & DaBaby
1517,2021,33,Calling My Phone,Lil Tjay Featuring 6LACK
1518,2021,34,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion
1519,2021,35,Holy,Justin Bieber Featuring Chance The Rapper
1520,2021,36,On Me,Lil Baby
1521,2021,37,You Broke Me First.,Tate McRae
1522,2021,38,Traitor,Olivia Rodrigo
1523,2021,39,Back In Blood,Pooh Shiesty Featuring Lil Durk
1524,2021,40,I Hope,Gabby Barrett Featuring Charlie Puth
1525,2021,41,Dynamite,BTS
1526,2021,42,Wockesha,Moneybagg Yo
1527,2021,43,You Right,Doja Cat & The Weeknd
1528,2021,44,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby
1529,2021,45,Laugh Now Cry Later,Drake Featuring Lil Durk
1530,2021,46,Need To Know,Doja Cat
1531,2021,47,Wants And Needs,Drake Featuring Lil Baby
1532,2021,48,Way 2 Sexy,Drake Featuring Future & Young Thug
1533,2021,49,Telepatia,Kali Uchis
1534,2021,50,Whoopty,CJ
1535,2021,51,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV
1536,2021,52,Good Days,SZA
1537,2021,53,Starting Over,Chris Stapleton
1538,2021,54,Body,Megan Thee Stallion
1539,2021,55,Willow,Taylor Swift
1540,2021,56,Bang!,AJR
1541,2021,57,Better Together,Luke Combs
1542,2021,58,You're Mines Still,Yung Bleu Featuring Drake
1543,2021,59,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk
1544,2021,60,Essence,Wizkid Featuring Justin Bieber & Tems
1545,2021,61,Chasing After You,Ryan Hurd With Maren Morris
1546,2021,62,The Good Ones,Gabby Barrett
1547,2021,63,Leave Before You Love Me,Marshmello X Jonas Brothers
1548,2021,64,Glad You Exist,Dan + Shay
1549,2021,65,Lonely,Justin Bieber & benny blanco
1550,2021,66,Beggin',Maneskin
1551,2021,67,Streets,Doja Cat
1552,2021,68,What's Next,Drake
1553,2021,69,Famous Friends,Chris Young + Kane Brown
1554,2021,70,Lil Bit,Nelly & Florida Georgia Line
1555,2021,71,Thot Shit,Megan Thee Stallion
1556,2021,72,Late At Night,Roddy Ricch
1557,2021,73,Kings & Queens,Ava Max
1558,2021,74,Anyone,Justin Bieber
1559,2021,75,Track Star,Mooski
1560,2021,76,Time Today,Moneybagg Yo
1561,2021,77,Cry Baby,Megan Thee Stallion Featuring DaBaby
1562,2021,78,All I Want For Christmas Is You,Mariah Carey
1563,2021,79,No More Parties,Coi Leray Featuring Lil Durk
1564,2021,80,What's Your Country Song,Thomas Rhett
1565,2021,81,One Too Many,Keith Urban Duet With P!nk
1566,2021,82,Arcade,Duncan Laurence
1567,2021,83,Yonaguni,Bad Bunny
1568,2021,84,Good Time,Niko Moon
1569,2021,85,If I Didn't Love You,Jason Aldean & Carrie Underwood
1570,2021,86,Knife Talk,Drake Featuring 21 Savage & Project Pat
1571,2021,87,pov,Ariana Grande
1572,2021,88,Just The Way,Parmalee x Blanco Brown
1573,2021,89,Take My Breath,The Weeknd
1574,2021,90,We're Good,Dua Lipa
1575,2021,91,Hell Of A View,Eric Church
1576,2021,92,Rockin' Around The Christmas Tree,Brenda Lee
1577,2021,93,Put Your Records On,Ritt Momney
1578,2021,94,Happier Than Ever,Billie Eilish
1579,2021,95,Single Saturday Night,Cole Swindell
1580,2021,96,Things A Man Oughta Know,Lainey Wilson
1581,2021,97,Throat Baby (Go Baby),BRS Kash
1582,2021,98,Tombstone,Rod Wave
1583,2021,99,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line
1584,2022,1,Heat Waves,Glass Animals
1585,2022,2,As It Was,Harry Styles
1586,2022,3,Stay,The Kid LAROI & Justin Bieber
1587,2022,4,Easy On Me,Adele
1588,2022,5,Shivers,Ed Sheeran
1589,2022,6,First Class,Jack Harlow
1590,2022,7,Big Energy,Latto
1591,2022,8,Ghost,Justin Bieber
1592,2022,9,Super Gremlin,Kodak Black
1593,2022,10,Cold Heart (PNAU Remix),Elton John & Dua Lipa
1594,2022,11,Wait For U,Future Featuring Drake & Tems
1595,2022,12,About Damn Time,Lizzo
1596,2022,13,Bad Habits,Ed Sheeran
1597,2022,14,Thats What I Want,Lil Nas X
1598,2022,15,Enemy,Imagine Dragons X JID
1599,2022,16,Industry Baby,Lil Nas X & Jack Harlow
1600,2022,17,abcdefu,GAYLE
1601,2022,18,Need To Know,Doja Cat
1602,2022,19,Wasted On You,Morgan Wallen
1603,2022,20,Me Porto Bonito,Bad Bunny & Chencho Corleone
1604,2022,21,Woman,Doja Cat
1605,2022,22,Titi Me Pregunto,Bad Bunny
1606,2022,23,Running Up That Hill (A Deal With God),Kate Bush
1607,2022,24,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast"
